investor_id,avg_gap_days,max_gap_days,sip_count,status
INV003325,101.0,155.0,5,At-Risk
INV003329,89.0,230.0,5,At-Risk
INV003336,72.33333333333333,133.0,6,At-Risk
INV003338,37.5,155.0,8,At-Risk
INV003344,86.6,190.0,5,At-Risk
INV003350,92.4,191.0,5,At-Risk
INV003351,54.0,86.0,5,At-Risk
INV003352,68.14285714285714,279.0,7,At-Risk
INV003357,62.4,100.0,5,At-Risk
INV003360,59.42857142857143,163.0,7,At-Risk
INV003370,63.333333333333336,206.0,6,At-Risk
INV003372,59.4,118.0,5,At-Risk
INV003374,56.5,128.0,6,At-Risk
INV003375,52.714285714285715,158.0,7,At-Risk
INV003376,85.8,199.0,5,At-Risk
INV003379,75.16666666666667,268.0,6,At-Risk
INV003380,72.4,155.0,5,At-Risk
INV003382,34.2,85.0,5,Regular
INV003391,56.6,193.0,5,At-Risk
INV003393,63.714285714285715,178.0,7,At-Risk
INV003395,79.0,192.0,5,At-Risk
INV003398,55.42857142857143,140.0,7,At-Risk
INV003403,56.6,116.0,5,At-Risk
INV003404,50.285714285714285,198.0,7,At-Risk
INV003405,41.0,186.0,7,At-Risk
INV003406,59.0,251.0,7,At-Risk
INV003407,57.42857142857143,146.0,7,At-Risk
INV003422,84.66666666666667,167.0,6,At-Risk
INV003424,73.16666666666667,124.0,6,At-Risk
INV003427,84.2,266.0,5,At-Risk
INV003430,73.4,104.0,5,At-Risk
INV003431,51.4,152.0,5,At-Risk
INV003432,61.333333333333336,97.0,6,At-Risk
INV003435,73.83333333333333,140.0,6,At-Risk
INV003437,91.2,226.0,5,At-Risk
INV003448,74.5,200.0,6,At-Risk
INV003450,47.666666666666664,158.0,9,At-Risk
INV003455,35.5,76.0,6,At-Risk
INV003457,60.5,117.0,6,At-Risk
INV003458,67.85714285714286,206.0,7,At-Risk
INV003459,59.4,113.0,5,At-Risk
INV003473,95.8,213.0,5,At-Risk
INV003475,56.0,155.0,8,At-Risk
INV003478,56.625,195.0,8,At-Risk
INV003479,65.71428571428571,164.0,7,At-Risk
INV003480,82.4,211.0,5,At-Risk
INV003484,73.8,333.0,5,At-Risk
INV003487,70.6,155.0,5,At-Risk
INV003491,59.125,119.0,8,At-Risk
INV003492,90.8,162.0,5,At-Risk
INV003495,49.22222222222222,121.0,9,At-Risk
INV003506,67.0,132.0,6,At-Risk
INV003509,60.875,149.0,8,At-Risk
INV003511,65.57142857142857,183.0,7,At-Risk
INV003514,74.2,172.0,5,At-Risk
INV003518,67.8,157.0,5,At-Risk
INV003521,89.0,183.0,5,At-Risk
INV003524,64.16666666666667,203.0,6,At-Risk
INV003526,88.2,224.0,5,At-Risk
INV003528,58.625,186.0,8,At-Risk
INV003530,51.0,101.0,5,At-Risk
INV003531,76.4,185.0,5,At-Risk
INV003534,52.714285714285715,160.0,7,At-Risk
INV003545,90.0,210.0,5,At-Risk
INV003556,77.6,129.0,5,At-Risk
INV003557,66.4,156.0,5,At-Risk
INV003558,39.166666666666664,66.0,6,At-Risk
INV003559,48.333333333333336,118.0,9,At-Risk
INV003562,80.5,165.0,6,At-Risk
INV003564,71.0,292.0,7,At-Risk
INV003580,72.16666666666667,227.0,6,At-Risk
INV003581,51.285714285714285,95.0,7,At-Risk
INV003582,49.333333333333336,167.0,6,At-Risk
INV003586,54.285714285714285,113.0,7,At-Risk
INV003592,75.6,202.0,5,At-Risk
INV003593,78.2,166.0,5,At-Risk
INV003598,68.0,114.0,7,At-Risk
INV003599,50.0,100.0,5,At-Risk
INV003601,45.25,118.0,8,At-Risk
INV003604,90.2,188.0,5,At-Risk
INV003607,70.4,253.0,5,At-Risk
INV003611,68.83333333333333,228.0,6,At-Risk
INV003613,67.42857142857143,283.0,7,At-Risk
INV003619,72.0,113.0,5,At-Risk
INV003625,62.4,168.0,5,At-Risk
INV003627,59.166666666666664,152.0,6,At-Risk
INV003630,52.0,96.0,6,At-Risk
INV003633,78.8,119.0,5,At-Risk
INV003634,47.8,83.0,5,At-Risk
INV003635,47.111111111111114,95.0,9,At-Risk
INV003641,67.0,219.0,7,At-Risk
INV003642,53.166666666666664,217.0,6,At-Risk
INV003645,95.2,257.0,5,At-Risk
INV003649,96.8,195.0,5,At-Risk
INV003650,33.9,86.0,10,Regular
INV003654,60.5,124.0,6,At-Risk
INV003655,49.77777777777778,198.0,9,At-Risk
INV003658,70.71428571428571,143.0,7,At-Risk
INV003660,79.0,164.0,5,At-Risk
INV003669,53.5,98.0,6,At-Risk
INV003670,70.85714285714286,160.0,7,At-Risk
INV003672,77.2,180.0,5,At-Risk
INV003673,68.85714285714286,160.0,7,At-Risk
INV003678,32.8,45.0,5,Regular
INV003681,51.0,101.0,8,At-Risk
INV003683,92.4,165.0,5,At-Risk
INV003684,98.2,229.0,5,At-Risk
INV003685,80.2,132.0,5,At-Risk
INV003686,96.6,328.0,5,At-Risk
INV003693,71.33333333333333,234.0,6,At-Risk
INV003695,51.666666666666664,157.0,6,At-Risk
INV003696,75.8,190.0,5,At-Risk
INV003697,76.66666666666667,163.0,6,At-Risk
INV003702,72.66666666666667,118.0,6,At-Risk
INV003705,78.8,152.0,5,At-Risk
INV003707,68.6,152.0,5,At-Risk
INV003708,60.5,104.0,6,At-Risk
INV003709,80.2,181.0,5,At-Risk
INV003710,78.6,118.0,5,At-Risk
INV003711,72.2,145.0,5,At-Risk
INV003712,79.6,163.0,5,At-Risk
INV003713,81.5,161.0,6,At-Risk
INV003718,91.4,284.0,5,At-Risk
INV003720,74.6,116.0,5,At-Risk
INV003722,50.666666666666664,135.0,6,At-Risk
INV003723,61.8,124.0,5,At-Risk
INV003724,68.0,169.0,6,At-Risk
INV003733,88.8,174.0,5,At-Risk
INV003734,59.0,290.0,7,At-Risk
INV003735,45.857142857142854,104.0,7,At-Risk
INV003736,77.16666666666667,120.0,6,At-Risk
INV003738,50.6,117.0,5,At-Risk
INV003740,51.833333333333336,172.0,6,At-Risk
INV003741,67.66666666666667,159.0,6,At-Risk
INV003744,86.8,187.0,5,At-Risk
INV003745,70.2,183.0,5,At-Risk
INV003748,56.142857142857146,182.0,7,At-Risk
INV003757,81.83333333333333,156.0,6,At-Risk
INV003761,51.857142857142854,150.0,7,At-Risk
INV003766,65.28571428571429,192.0,7,At-Risk
INV003767,47.5,125.0,8,At-Risk
INV003771,50.77777777777778,130.0,9,At-Risk
INV003772,34.5,72.0,8,Regular
INV003775,74.0,151.0,5,At-Risk
INV003779,76.4,160.0,5,At-Risk
INV003780,57.42857142857143,135.0,7,At-Risk
INV003781,64.83333333333333,199.0,6,At-Risk
INV003785,74.2,160.0,5,At-Risk
INV003787,63.25,178.0,8,At-Risk
INV003793,72.33333333333333,203.0,6,At-Risk
INV003795,67.66666666666667,122.0,6,At-Risk
INV003811,78.66666666666667,141.0,6,At-Risk
INV003812,50.833333333333336,174.0,6,At-Risk
INV003813,82.2,122.0,5,At-Risk
INV003815,72.5,217.0,6,At-Risk
INV003824,71.5,196.0,6,At-Risk
INV003825,81.2,99.0,5,At-Risk
INV003828,30.666666666666668,109.0,6,Regular
INV003829,48.55555555555556,159.0,9,At-Risk
INV003830,71.4,115.0,5,At-Risk
INV003844,68.5,197.0,6,At-Risk
INV003847,50.0,66.0,7,At-Risk
INV003849,77.2,146.0,5,At-Risk
INV003851,57.833333333333336,121.0,6,At-Risk
INV003860,46.0,72.0,5,At-Risk
INV003862,60.166666666666664,184.0,6,At-Risk
INV003865,85.16666666666667,235.0,6,At-Risk
INV003868,87.6,264.0,5,At-Risk
INV003872,45.375,85.0,8,At-Risk
INV003876,77.6,160.0,5,At-Risk
INV003880,68.57142857142857,193.0,7,At-Risk
INV003885,71.6,281.0,5,At-Risk
INV003892,55.22222222222222,114.0,9,At-Risk
INV003896,82.0,255.0,5,At-Risk
INV003897,71.6,144.0,5,At-Risk
INV003903,50.285714285714285,130.0,7,At-Risk
INV003905,62.5,103.0,6,At-Risk
INV003906,55.111111111111114,115.0,9,At-Risk
INV003912,68.6,195.0,5,At-Risk
INV003913,61.42857142857143,136.0,7,At-Risk
INV003916,67.2,114.0,5,At-Risk
INV003920,66.85714285714286,132.0,7,At-Risk
INV003936,89.6,227.0,5,At-Risk
INV003938,52.5,110.0,6,At-Risk
INV003940,70.66666666666667,151.0,6,At-Risk
INV003943,42.5,88.0,8,At-Risk
INV003945,56.333333333333336,175.0,6,At-Risk
INV003946,69.16666666666667,147.0,6,At-Risk
INV003948,43.666666666666664,101.0,6,At-Risk
INV003952,54.666666666666664,95.0,6,At-Risk
INV003958,85.6,133.0,5,At-Risk
INV003962,68.71428571428571,302.0,7,At-Risk
INV003964,51.22222222222222,130.0,9,At-Risk
INV003968,92.4,209.0,5,At-Risk
INV003972,84.2,224.0,5,At-Risk
INV003975,50.142857142857146,125.0,7,At-Risk
INV003978,68.14285714285714,209.0,7,At-Risk
INV003979,56.0,123.0,7,At-Risk
INV003981,67.66666666666667,237.0,6,At-Risk
INV003985,93.0,191.0,5,At-Risk
INV003996,95.2,244.0,5,At-Risk
INV004001,40.285714285714285,123.0,7,At-Risk
INV004004,40.77777777777778,88.0,9,At-Risk
INV004005,73.66666666666667,314.0,6,At-Risk
INV004007,38.833333333333336,102.0,6,At-Risk
INV004009,62.285714285714285,87.0,7,At-Risk
INV004014,61.875,182.0,8,At-Risk
INV004015,88.0,190.0,5,At-Risk
INV004017,40.5,85.0,6,At-Risk
INV004023,52.0,93.0,9,At-Risk
INV004037,74.6,137.0,5,At-Risk
INV004038,71.66666666666667,207.0,6,At-Risk
INV004049,48.2,83.0,5,At-Risk
INV004063,56.57142857142857,167.0,7,At-Risk
INV004066,75.16666666666667,319.0,6,At-Risk
INV004069,74.0,196.0,5,At-Risk
INV004070,67.66666666666667,170.0,6,At-Risk
INV004079,71.33333333333333,164.0,6,At-Risk
INV004085,68.33333333333333,260.0,6,At-Risk
INV004091,73.6,240.0,5,At-Risk
INV004094,55.8,167.0,5,At-Risk
INV004098,58.2,87.0,5,At-Risk
INV004099,58.8,174.0,5,At-Risk
INV004106,55.8,151.0,5,At-Risk
INV004112,55.2,112.0,5,At-Risk
INV004116,54.888888888888886,117.0,9,At-Risk
INV004118,64.6,161.0,5,At-Risk
INV004119,73.2,237.0,5,At-Risk
INV004123,85.0,138.0,5,At-Risk
INV004124,63.8,193.0,5,At-Risk
INV004125,61.625,142.0,8,At-Risk
INV004127,87.6,190.0,5,At-Risk
INV004128,67.2,156.0,5,At-Risk
INV004134,35.4,54.0,5,At-Risk
INV004135,50.111111111111114,164.0,9,At-Risk
INV004143,97.0,280.0,5,At-Risk
INV004145,66.2,144.0,5,At-Risk
INV004146,88.2,253.0,5,At-Risk
INV004147,72.2,136.0,5,At-Risk
INV004149,50.2,130.0,5,At-Risk
INV004151,63.142857142857146,197.0,7,At-Risk
INV004153,60.0,125.0,7,At-Risk
INV004154,46.72727272727273,90.0,11,At-Risk
INV004172,63.0,196.0,7,At-Risk
INV004174,86.6,195.0,5,At-Risk
INV004175,67.85714285714286,133.0,7,At-Risk
INV004177,45.42857142857143,117.0,7,At-Risk
INV004179,71.2,129.0,5,At-Risk
INV004181,93.4,245.0,5,At-Risk
INV004191,77.16666666666667,310.0,6,At-Risk
INV004196,78.33333333333333,219.0,6,At-Risk
INV004199,58.2,138.0,5,At-Risk
INV004202,47.625,114.0,8,At-Risk
INV004203,66.57142857142857,113.0,7,At-Risk
INV004208,73.4,156.0,5,At-Risk
INV004212,69.33333333333333,169.0,6,At-Risk
INV004216,82.0,195.0,6,At-Risk
INV004228,72.33333333333333,112.0,6,At-Risk
INV004232,71.4,232.0,5,At-Risk
INV004239,61.142857142857146,130.0,7,At-Risk
INV004241,53.666666666666664,117.0,9,At-Risk
INV004243,55.714285714285715,131.0,7,At-Risk
INV004246,34.166666666666664,64.0,6,Regular
INV004247,87.2,274.0,5,At-Risk
INV004248,42.666666666666664,93.0,6,At-Risk
INV004258,49.666666666666664,105.0,6,At-Risk
INV004266,61.833333333333336,101.0,6,At-Risk
INV004267,53.333333333333336,109.0,6,At-Risk
INV004270,69.66666666666667,204.0,6,At-Risk
INV004271,79.8,157.0,5,At-Risk
INV004279,50.285714285714285,116.0,7,At-Risk
INV004281,41.714285714285715,93.0,7,At-Risk
INV004282,52.857142857142854,105.0,7,At-Risk
INV004285,76.16666666666667,169.0,6,At-Risk
INV004288,72.83333333333333,223.0,6,At-Risk
INV004289,45.9,201.0,10,At-Risk
INV004293,81.8,142.0,5,At-Risk
INV004295,44.75,119.0,8,At-Risk
INV004296,102.2,304.0,5,At-Risk
INV004297,41.875,82.0,8,At-Risk
INV004299,64.14285714285714,175.0,7,At-Risk
INV004306,57.0,118.0,6,At-Risk
INV004308,84.66666666666667,244.0,6,At-Risk
INV004314,83.0,195.0,5,At-Risk
INV004319,60.5,275.0,8,At-Risk
INV004321,42.0,84.0,8,At-Risk
INV004324,77.66666666666667,173.0,6,At-Risk
INV004326,40.111111111111114,78.0,9,At-Risk
INV004332,64.71428571428571,149.0,7,At-Risk
INV004335,64.42857142857143,104.0,7,At-Risk
INV004338,48.888888888888886,209.0,9,At-Risk
INV004340,67.8,252.0,5,At-Risk
INV004343,63.0,190.0,5,At-Risk
INV004348,52.2,120.0,5,At-Risk
INV004349,72.5,159.0,6,At-Risk
INV004356,30.8,81.0,5,Regular
INV004357,72.42857142857143,305.0,7,At-Risk
INV004358,45.857142857142854,87.0,7,At-Risk
INV004361,61.57142857142857,124.0,7,At-Risk
INV004364,80.6,173.0,5,At-Risk
INV004367,81.6,194.0,5,At-Risk
INV004372,59.2,155.0,5,At-Risk
INV004391,57.0,96.0,5,At-Risk
INV004392,90.4,200.0,5,At-Risk
INV004400,46.57142857142857,104.0,7,At-Risk
INV004401,69.85714285714286,216.0,7,At-Risk
INV004403,73.6,150.0,5,At-Risk
INV004410,40.9,138.0,10,At-Risk
INV004411,61.0,111.0,5,At-Risk
INV004412,82.33333333333333,173.0,6,At-Risk
INV004413,69.0,142.0,7,At-Risk
INV004414,53.857142857142854,176.0,7,At-Risk
INV004421,90.8,221.0,5,At-Risk
INV004427,50.8,125.0,10,At-Risk
INV004434,84.6,156.0,5,At-Risk
INV004446,65.8,170.0,5,At-Risk
INV004447,49.833333333333336,129.0,6,At-Risk
INV004450,61.6,153.0,5,At-Risk
INV004451,84.0,137.0,5,At-Risk
INV004452,81.0,180.0,6,At-Risk
INV004454,98.4,311.0,5,At-Risk
INV004455,50.0,105.0,5,At-Risk
INV004457,81.4,188.0,5,At-Risk
INV004459,53.833333333333336,141.0,6,At-Risk
INV004460,42.5,93.0,8,At-Risk
INV004463,94.8,211.0,5,At-Risk
INV004464,62.5,142.0,6,At-Risk
INV004468,76.83333333333333,154.0,6,At-Risk
INV004472,50.666666666666664,156.0,6,At-Risk
INV004473,73.33333333333333,152.0,6,At-Risk
INV004475,67.83333333333333,87.0,6,At-Risk
INV004477,58.714285714285715,180.0,7,At-Risk
INV004484,61.6,182.0,5,At-Risk
INV004502,74.5,165.0,6,At-Risk
INV004504,55.142857142857146,247.0,7,At-Risk
INV004511,37.2,89.0,5,At-Risk
INV004517,86.6,185.0,5,At-Risk
INV004521,54.5,76.0,6,At-Risk
INV004523,87.2,127.0,5,At-Risk
INV004528,54.0,149.0,6,At-Risk
INV004531,60.0,159.0,7,At-Risk
INV004533,55.0,118.0,6,At-Risk
INV004542,34.0,59.0,6,Regular
INV004547,67.5,165.0,6,At-Risk
INV004555,53.142857142857146,151.0,7,At-Risk
INV004560,48.375,107.0,8,At-Risk
INV004562,83.8,158.0,5,At-Risk
INV004563,64.83333333333333,211.0,6,At-Risk
INV004574,54.57142857142857,116.0,7,At-Risk
INV004576,63.0,132.0,5,At-Risk
INV004579,43.857142857142854,77.0,7,At-Risk
INV004581,72.14285714285714,234.0,7,At-Risk
INV004589,71.4,225.0,5,At-Risk
INV004594,59.142857142857146,122.0,7,At-Risk
INV004598,84.2,195.0,5,At-Risk
INV004602,59.625,242.0,8,At-Risk
INV004607,56.0,214.0,7,At-Risk
INV004608,55.0,96.0,7,At-Risk
INV004611,51.166666666666664,217.0,6,At-Risk
INV004614,79.6,117.0,5,At-Risk
INV004617,39.25,83.0,8,At-Risk
INV004621,54.25,203.0,8,At-Risk
INV004625,96.4,246.0,5,At-Risk
INV004629,64.57142857142857,175.0,7,At-Risk
INV004630,50.625,95.0,8,At-Risk
INV004631,64.71428571428571,109.0,7,At-Risk
INV004633,78.16666666666667,189.0,6,At-Risk
INV004635,58.666666666666664,142.0,6,At-Risk
INV004636,75.6,160.0,5,At-Risk
INV004638,54.333333333333336,110.0,6,At-Risk
INV004640,68.33333333333333,202.0,6,At-Risk
INV004641,67.8,105.0,5,At-Risk
INV004642,54.8,232.0,5,At-Risk
INV004643,50.6,101.0,5,At-Risk
INV004646,64.5,158.0,6,At-Risk
INV004647,70.66666666666667,138.0,6,At-Risk
INV004650,80.8,143.0,5,At-Risk
INV004661,69.71428571428571,181.0,7,At-Risk
INV004665,83.4,137.0,5,At-Risk
INV004672,72.0,127.0,6,At-Risk
INV004680,47.166666666666664,155.0,6,At-Risk
INV004682,42.25,105.0,8,At-Risk
INV004688,77.6,181.0,5,At-Risk
INV004692,83.6,190.0,5,At-Risk
INV004701,20.0,82.0,6,Regular
INV004704,93.8,141.0,5,At-Risk
INV004712,48.57142857142857,84.0,7,At-Risk
INV004715,56.833333333333336,169.0,6,At-Risk
INV004716,74.0,197.0,6,At-Risk
INV004737,54.55555555555556,120.0,9,At-Risk
INV004738,93.2,148.0,5,At-Risk
INV004741,72.33333333333333,157.0,6,At-Risk
INV004753,61.4,87.0,5,At-Risk
INV004755,61.166666666666664,181.0,6,At-Risk
INV004761,71.4,139.0,5,At-Risk
INV004763,83.5,184.0,6,At-Risk
INV004764,83.0,144.0,5,At-Risk
INV004770,72.85714285714286,146.0,7,At-Risk
INV004776,57.375,145.0,8,At-Risk
INV004780,69.5,154.0,6,At-Risk
INV004785,66.16666666666667,248.0,6,At-Risk
INV004787,72.33333333333333,140.0,6,At-Risk
INV004798,53.666666666666664,106.0,6,At-Risk
INV004804,79.2,137.0,5,At-Risk
INV004805,44.666666666666664,92.0,6,At-Risk
INV004807,36.857142857142854,86.0,7,At-Risk
INV004813,62.0,253.0,5,At-Risk
INV004819,62.0,120.0,6,At-Risk
INV004825,70.0,141.0,6,At-Risk
INV004833,65.4,171.0,5,At-Risk
INV004834,38.625,106.0,8,At-Risk
INV004840,41.0,103.0,6,At-Risk
INV004843,50.857142857142854,153.0,7,At-Risk
INV004844,66.66666666666667,118.0,6,At-Risk
INV004845,81.8,197.0,5,At-Risk
INV004847,73.5,281.0,6,At-Risk
INV004848,54.125,166.0,8,At-Risk
INV004860,78.4,189.0,5,At-Risk
INV004863,68.0,220.0,6,At-Risk
INV004864,43.285714285714285,114.0,7,At-Risk
INV004865,76.33333333333333,143.0,6,At-Risk
INV004868,56.0,226.0,7,At-Risk
INV004871,69.14285714285714,170.0,7,At-Risk
INV004877,80.5,276.0,6,At-Risk
INV004889,70.66666666666667,159.0,6,At-Risk
INV004891,55.857142857142854,128.0,7,At-Risk
INV004896,79.4,252.0,5,At-Risk
INV004901,54.6,96.0,5,At-Risk
INV004911,63.666666666666664,97.0,6,At-Risk
INV004913,87.0,156.0,5,At-Risk
INV004916,75.5,162.0,6,At-Risk
INV004917,51.0,77.0,6,At-Risk
INV004924,59.75,116.0,8,At-Risk
INV004925,70.83333333333333,105.0,6,At-Risk
INV004926,66.28571428571429,133.0,7,At-Risk
INV004927,34.166666666666664,63.0,6,Regular
INV004947,45.0,75.0,5,At-Risk
INV004953,67.16666666666667,138.0,6,At-Risk
INV004956,59.142857142857146,155.0,7,At-Risk
INV004958,73.16666666666667,135.0,6,At-Risk
INV004959,68.6,193.0,5,At-Risk
INV004967,63.2,112.0,5,At-Risk
INV004973,55.0,99.0,8,At-Risk
INV004974,52.42857142857143,102.0,7,At-Risk
INV004978,63.833333333333336,157.0,6,At-Risk
INV004981,49.142857142857146,115.0,7,At-Risk
INV004983,57.666666666666664,128.0,6,At-Risk
INV004984,75.33333333333333,177.0,6,At-Risk
INV004986,81.33333333333333,185.0,6,At-Risk
INV004992,81.5,176.0,6,At-Risk
INV004996,46.333333333333336,104.0,9,At-Risk
INV004997,71.0,248.0,6,At-Risk
